opportunity_id,account_id,account,seller_id,sales_agent,manager,regional_office,product_id,product,product_series,account_sector,account_country,deal_stage,engage_date,close_date,close_value,close_quarter,close_month,close_week_start,sales_cycle_days,purchase_type_observed
BG2656VA,A043,Konex,S007,Corliss Cosme,Cara Losch,East,P004,GTX Plus Pro,GTX,technology,United States,Won,2017-04-07,2017-04-15,5684,2017-Q2,2017-04,2017-04-10,8,Repeat observed purchase
BGNB966A,A048,Mathtouch,S002,Boris Faz,Rocco Neubert,East,P004,GTX Plus Pro,GTX,marketing,Jordan,Won,2017-02-26,2017-03-13,4766,2017-Q1,2017-03,2017-03-13,15,Repeat observed purchase
BGQ2F0HA,A015,Domzoom,S017,Jonathan Berthelot,Melvin Marxen,Central,P002,GTX Basic,GTX,entertainment,United States,Won,2017-04-30,2017-05-13,586,2017-Q2,2017-05,2017-05-08,13,Repeat observed purchase
BGU0JJ9X,A061,Scottech,S022,Marty Freudenburg,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,marketing,United States,Won,2017-02-25,2017-06-30,1081,2017-Q2,2017-06,2017-06-26,125,Repeat observed purchase
BGY307FC,A025,Ganjaflex,S010,Donn Cantrell,Rocco Neubert,East,P004,GTX Plus Pro,GTX,retail,Japan,Won,2017-05-28,2017-08-11,5695,2017-Q3,2017-08,2017-08-07,75,Repeat observed purchase
BH40KWV5,A031,Goodsilron,S035,Zane Levy,Summer Sewald,West,P005,GTX Pro,GTX,marketing,United States,Lost,2017-04-18,2017-04-24,0,2017-Q2,2017-04,2017-04-24,6,
BH7EXL5M,A038,Isdom,S014,Gladys Colclough,Melvin Marxen,Central,P005,GTX Pro,GTX,medical,United States,Won,2017-06-18,2017-06-23,5115,2017-Q2,2017-06,2017-06-19,5,Repeat observed purchase
BHHDOY2E,,,S019,Kary Hendrixson,Summer Sewald,West,P006,MG Advanced,MG,,,Engaging,2017-04-07,,,,,,,
BHT7UEDJ,A080,Zathunicon,S005,Cassey Cress,Rocco Neubert,East,P002,GTX Basic,GTX,retail,United States,Won,2017-04-12,2017-04-19,553,2017-Q2,2017-04,2017-04-17,7,Repeat observed purchase
BHV4K3VV,A078,Y-corporation,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,employment,United States,Won,2017-05-15,2017-05-25,549,2017-Q2,2017-05,2017-05-22,10,Repeat observed purchase
BI36TLO5,A008,Bubba Gump,S028,Reed Clapper,Rocco Neubert,East,P005,GTX Pro,GTX,software,United States,Won,2017-11-17,2017-12-06,4154,2017-Q4,2017-12,2017-12-04,19,Repeat observed purchase
BICJY3FZ,A067,Streethex,S017,Jonathan Berthelot,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,retail,Belgium,Won,2017-07-23,2017-11-19,6049,2017-Q4,2017-11,2017-11-13,119,Repeat observed purchase
BIE471SO,A077,Xx-zobam,S028,Reed Clapper,Rocco Neubert,East,P006,MG Advanced,MG,entertainment,United States,Won,2017-01-01,2017-03-29,3962,2017-Q1,2017-03,2017-03-27,87,Repeat observed purchase
BIH4D0JL,A006,Blackzim,S018,Kami Bicknell,Summer Sewald,West,P002,GTX Basic,GTX,retail,United States,Won,2017-08-16,2017-08-23,557,2017-Q3,2017-08,2017-08-21,7,Repeat observed purchase
BIN9U8D9,,,S025,Moses Frase,Dustin Brinkmann,Central,P006,MG Advanced,MG,,,Prospecting,,,,,,,,
BJE7KCZ1,A027,Genco Pura Olive Oil Company,S014,Gladys Colclough,Melvin Marxen,Central,P005,GTX Pro,GTX,retail,Italy,Prospecting,,,,,,,,
BJH89YWM,,,S017,Jonathan Berthelot,Melvin Marxen,Central,P002,GTX Basic,GTX,,,Engaging,2017-08-09,,,,,,,
BJJQSJD8,A083,Zotware,S008,Daniell Hammack,Rocco Neubert,East,P003,GTX Plus Basic,GTX,software,United States,Engaging,2017-06-09,,,,,,,
BJLJV8XE,A012,Condax,S022,Marty Freudenburg,Melvin Marxen,Central,P005,GTX Pro,GTX,medical,United States,Won,2017-10-01,2017-12-15,4578,2017-Q4,2017-12,2017-12-11,75,Repeat observed purchase
BJO24Z5A,,,S005,Cassey Cress,Rocco Neubert,East,P003,GTX Plus Basic,GTX,,,Engaging,2017-05-14,,,,,,,
BJO4VYLK,,,S008,Daniell Hammack,Rocco Neubert,East,P005,GTX Pro,GTX,,,Engaging,2017-06-21,,,,,,,
BJOY31DL,A002,Betasoloin,S033,Violet Mclelland,Cara Losch,East,P007,MG Special,MG,medical,United States,Engaging,2017-06-23,,,,,,,
BJWKG319,A021,Faxquote,S032,Vicki Laflamme,Celia Rouche,West,P005,GTX Pro,GTX,telecommunications,United States,Lost,2017-08-15,2017-08-23,0,2017-Q3,2017-08,2017-08-21,8,
BJWS06GX,A051,Ontomedia,S007,Corliss Cosme,Cara Losch,East,P004,GTX Plus Pro,GTX,employment,United States,Lost,2017-07-20,2017-07-21,0,2017-Q3,2017-07,2017-07-17,1,
BK85705L,A045,Labdrill,S032,Vicki Laflamme,Celia Rouche,West,P002,GTX Basic,GTX,medical,United States,Won,2017-04-08,2017-06-10,595,2017-Q2,2017-06,2017-06-05,63,Repeat observed purchase
BKI3OLP8,,,S022,Marty Freudenburg,Melvin Marxen,Central,P006,MG Advanced,MG,,,Prospecting,,,,,,,,
BKMYW792,A049,Nam-zim,S018,Kami Bicknell,Summer Sewald,West,P006,MG Advanced,MG,services,Brazil,Lost,2017-09-19,2017-11-27,0,2017-Q4,2017-11,2017-11-27,69,
BKOWQMMV,,,S025,Moses Frase,Dustin Brinkmann,Central,P002,GTX Basic,GTX,,,Engaging,2017-07-19,,,,,,,
BL23633Z,A044,Konmatfix,S014,Gladys Colclough,Melvin Marxen,Central,P006,MG Advanced,MG,marketing,United States,Won,2017-09-04,2017-11-25,3830,2017-Q4,2017-11,2017-11-20,82,Repeat observed purchase
BL4SKUCN,A058,Ron-tech,S020,Lajuana Vencill,Dustin Brinkmann,Central,P002,GTX Basic,GTX,medical,United States,Lost,2017-04-03,2017-04-11,0,2017-Q2,2017-04,2017-04-10,8,
BLFMYCVF,A031,Goodsilron,S021,Markita Hansen,Celia Rouche,West,P007,MG Special,MG,marketing,United States,Won,2017-06-06,2017-08-19,57,2017-Q3,2017-08,2017-08-14,74,Repeat observed purchase
BLLYPR3S,A068,Sumace,S007,Corliss Cosme,Cara Losch,East,P006,MG Advanced,MG,retail,Romania,Lost,2017-05-12,2017-08-24,0,2017-Q3,2017-08,2017-08-21,104,
BLY5FD3N,A039,Iselectrics,S007,Corliss Cosme,Cara Losch,East,P004,GTX Plus Pro,GTX,technology,United States,Won,2017-06-23,2017-07-01,5640,2017-Q3,2017-07,2017-06-26,8,Repeat observed purchase
BM0QXHMH,A006,Blackzim,S018,Kami Bicknell,Summer Sewald,West,P003,GTX Plus Basic,GTX,retail,United States,Lost,2017-05-07,2017-08-04,0,2017-Q3,2017-08,2017-07-31,89,
BMH2FEGF,,,S002,Boris Faz,Rocco Neubert,East,P003,GTX Plus Basic,GTX,,,Engaging,2017-06-30,,,,,,,
BMM5D5R4,A085,dambase,S020,Lajuana Vencill,Dustin Brinkmann,Central,P002,GTX Basic,GTX,marketing,United States,Lost,2017-03-05,2017-05-21,0,2017-Q2,2017-05,2017-05-15,77,
BMQEY089,A061,Scottech,S009,Darcel Schlecht,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,marketing,United States,Won,2017-07-17,2017-09-16,1203,2017-Q3,2017-09,2017-09-11,61,Repeat observed purchase
BMQYRJC7,A011,Codehow,S001,Anna Snelling,Dustin Brinkmann,Central,P004,GTX Plus Pro,GTX,software,United States,Won,2017-10-21,2017-12-16,5543,2017-Q4,2017-12,2017-12-11,56,Repeat observed purchase
BN84DD6H,A022,Finhigh,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,finance,United States,Lost,2017-06-23,2017-07-05,0,2017-Q3,2017-07,2017-07-03,12,
BN8UTT8O,A012,Condax,S030,Rosie Papadopoulos,Cara Losch,East,P007,MG Special,MG,medical,United States,Lost,2017-02-07,2017-06-04,0,2017-Q2,2017-06,2017-05-29,117,
BNIU5YZ2,A071,Toughzap,S022,Marty Freudenburg,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,retail,United States,Won,2017-07-23,2017-08-07,1006,2017-Q3,2017-08,2017-08-07,15,Repeat observed purchase
BNMJAOF4,A029,Gogozoom,S027,Niesha Huffines,Melvin Marxen,Central,P002,GTX Basic,GTX,telecommunications,United States,Won,2017-07-13,2017-09-28,469,2017-Q3,2017-09,2017-09-25,77,Repeat observed purchase
BNY8MJ6L,A045,Labdrill,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,medical,United States,Engaging,2017-02-16,,,,,,,
BNYWSG6W,A035,Hottechi,S014,Gladys Colclough,Melvin Marxen,Central,P006,MG Advanced,MG,technology,Korea,Won,2017-06-06,2017-09-13,3598,2017-Q3,2017-09,2017-09-11,99,Repeat observed purchase
BO1GBSM0,A006,Blackzim,S016,James Ascencio,Summer Sewald,West,P004,GTX Plus Pro,GTX,retail,United States,Won,2017-10-05,2017-10-11,5004,2017-Q4,2017-10,2017-10-09,6,Repeat observed purchase
BO1ZOZG2,A051,Ontomedia,S019,Kary Hendrixson,Summer Sewald,West,P003,GTX Plus Basic,GTX,employment,United States,Engaging,2017-05-28,,,,,,,
BO2XRLBS,A058,Ron-tech,S025,Moses Frase,Dustin Brinkmann,Central,P007,MG Special,MG,medical,United States,Lost,2017-08-29,2017-11-16,0,2017-Q4,2017-11,2017-11-13,79,
BO8DSRV7,A076,Xx-holding,S032,Vicki Laflamme,Celia Rouche,West,P003,GTX Plus Basic,GTX,finance,United States,Won,2017-06-21,2017-09-23,1027,2017-Q3,2017-09,2017-09-18,94,Repeat observed purchase
BOD1GBJU,A059,Rundofase,S020,Lajuana Vencill,Dustin Brinkmann,Central,P002,GTX Basic,GTX,technology,United States,Lost,2017-10-10,2017-12-25,0,2017-Q4,2017-12,2017-12-25,76,
BOG3D6D7,A073,Umbrella Corporation,S007,Corliss Cosme,Cara Losch,East,P005,GTX Pro,GTX,finance,United States,Won,2017-07-08,2017-07-19,5137,2017-Q3,2017-07,2017-07-17,11,Repeat observed purchase
BOHWQ1B3,A067,Streethex,S020,Lajuana Vencill,Dustin Brinkmann,Central,P007,MG Special,MG,retail,Belgium,Won,2017-05-15,2017-09-07,61,2017-Q3,2017-09,2017-09-04,115,Repeat observed purchase
BOJSLNDG,A063,Singletechno,S018,Kami Bicknell,Summer Sewald,West,P006,MG Advanced,MG,retail,United States,Won,2016-12-08,2017-03-11,3388,2017-Q1,2017-03,2017-03-06,93,Repeat observed purchase
BOVKZHAZ,A016,Doncon,S021,Markita Hansen,Celia Rouche,West,P007,MG Special,MG,technology,United States,Lost,2017-06-12,2017-08-29,0,2017-Q3,2017-08,2017-08-28,78,
BP3I9G0F,A043,Konex,S007,Corliss Cosme,Cara Losch,East,P003,GTX Plus Basic,GTX,technology,United States,Won,2017-10-19,2017-10-21,1105,2017-Q4,2017-10,2017-10-16,2,Repeat observed purchase
BP45IP77,A003,Betatech,S001,Anna Snelling,Dustin Brinkmann,Central,P007,MG Special,MG,medical,Kenya,Won,2017-07-19,2017-07-25,53,2017-Q3,2017-07,2017-07-24,6,Repeat observed purchase
BP7JRV1O,A075,Warephase,S017,Jonathan Berthelot,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,services,United States,Won,2017-04-01,2017-06-05,1184,2017-Q2,2017-06,2017-06-05,65,Repeat observed purchase
BPCWRG9P,A055,Plussunin,S008,Daniell Hammack,Rocco Neubert,East,P003,GTX Plus Basic,GTX,retail,United States,Won,2017-04-17,2017-04-20,1310,2017-Q2,2017-04,2017-04-17,3,Repeat observed purchase
BPOTQCFG,,,S011,Elease Gluck,Celia Rouche,West,P007,MG Special,MG,,,Engaging,2017-04-04,,,,,,,
BPPV8ZSB,A076,Xx-holding,S032,Vicki Laflamme,Celia Rouche,West,P007,MG Special,MG,finance,United States,Lost,2017-09-12,2017-11-01,0,2017-Q4,2017-11,2017-10-30,50,
BPQ0358T,A056,Rangreen,S001,Anna Snelling,Dustin Brinkmann,Central,P006,MG Advanced,MG,technology,Panama,Lost,2017-06-04,2017-09-16,0,2017-Q3,2017-09,2017-09-11,104,
BPUE8GTU,A059,Rundofase,S025,Moses Frase,Dustin Brinkmann,Central,P007,MG Special,MG,technology,United States,Won,2017-04-11,2017-06-06,46,2017-Q2,2017-06,2017-06-05,56,Repeat observed purchase
BQINW2LB,A046,Lexiqvolax,S021,Markita Hansen,Celia Rouche,West,P007,MG Special,MG,medical,United States,Lost,2017-06-06,2017-09-09,0,2017-Q3,2017-09,2017-09-04,95,
BR18O9U1,A058,Ron-tech,S022,Marty Freudenburg,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,medical,United States,Won,2017-07-26,2017-07-28,1044,2017-Q3,2017-07,2017-07-24,2,Repeat observed purchase
BRDB1I76,,,S014,Gladys Colclough,Melvin Marxen,Central,P007,MG Special,MG,,,Engaging,2017-07-26,,,,,,,
BREOLQD9,,,S002,Boris Faz,Rocco Neubert,East,P006,MG Advanced,MG,,,Engaging,2017-11-16,,,,,,,
BRFHWGVC,,,S019,Kary Hendrixson,Summer Sewald,West,P003,GTX Plus Basic,GTX,,,Engaging,2017-05-19,,,,,,,
BRFZCNMP,,,S007,Corliss Cosme,Cara Losch,East,P003,GTX Plus Basic,GTX,,,Engaging,2017-07-06,,,,,,,
BRGJCWO1,A035,Hottechi,S027,Niesha Huffines,Melvin Marxen,Central,P007,MG Special,MG,technology,Korea,Won,2017-09-25,2017-11-28,51,2017-Q4,2017-11,2017-11-27,64,Repeat observed purchase
BRIOGGKC,A037,Inity,S025,Moses Frase,Dustin Brinkmann,Central,P006,MG Advanced,MG,marketing,United States,Lost,2017-10-13,2017-11-29,0,2017-Q4,2017-11,2017-11-27,47,
BRQRF65L,A017,Donquadtech,S010,Donn Cantrell,Rocco Neubert,East,P002,GTX Basic,GTX,technology,United States,Won,2017-02-16,2017-03-02,462,2017-Q1,2017-03,2017-02-27,14,First observed purchase
BSA76OL5,A038,Isdom,S022,Marty Freudenburg,Melvin Marxen,Central,P002,GTX Basic,GTX,medical,United States,Lost,2017-03-14,2017-05-17,0,2017-Q2,2017-05,2017-05-15,64,
BSKNQJOJ,,,S009,Darcel Schlecht,Melvin Marxen,Central,P005,GTX Pro,GTX,,,Engaging,2017-08-01,,,,,,,
BSQRXW4X,A053,Plexzap,S035,Zane Levy,Summer Sewald,West,P002,GTX Basic,GTX,retail,United States,Won,2017-05-05,2017-05-12,608,2017-Q2,2017-05,2017-05-08,7,Repeat observed purchase
BSVZWUXR,A035,Hottechi,S020,Lajuana Vencill,Dustin Brinkmann,Central,P007,MG Special,MG,technology,Korea,Won,2017-07-07,2017-09-11,56,2017-Q3,2017-09,2017-09-11,66,Repeat observed purchase
BTDY3DHP,A074,Vehement Capital Partners,S014,Gladys Colclough,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,finance,United States,Prospecting,,,,,,,,
BTH2O9OF,,,S022,Marty Freudenburg,Melvin Marxen,Central,P007,MG Special,MG,,,Prospecting,,,,,,,,
BTLXFPUB,A080,Zathunicon,S008,Daniell Hammack,Rocco Neubert,East,P004,GTX Plus Pro,GTX,retail,United States,Won,2017-04-21,2017-06-12,5343,2017-Q2,2017-06,2017-06-12,52,Repeat observed purchase
BTM58SCH,A047,Massive Dynamic,S005,Cassey Cress,Rocco Neubert,East,P005,GTX Pro,GTX,entertainment,United States,Lost,2017-04-26,2017-08-09,0,2017-Q3,2017-08,2017-08-07,105,
BTNSR87A,A038,Isdom,S017,Jonathan Berthelot,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,medical,United States,Won,2017-06-18,2017-07-01,1149,2017-Q3,2017-07,2017-06-26,13,Repeat observed purchase
BTOD096J,A008,Bubba Gump,S028,Reed Clapper,Rocco Neubert,East,P005,GTX Pro,GTX,software,United States,Lost,2017-09-29,2017-10-06,0,2017-Q4,2017-10,2017-10-02,7,
BTRIUUWG,,,S030,Rosie Papadopoulos,Cara Losch,East,P002,GTX Basic,GTX,,,Engaging,2017-05-16,,,,,,,
BTT2TM8O,A075,Warephase,S014,Gladys Colclough,Melvin Marxen,Central,P006,MG Advanced,MG,services,United States,Won,2017-09-01,2017-11-06,3447,2017-Q4,2017-11,2017-11-06,66,Repeat observed purchase
BTT6YAVZ,A032,Green-Plus,S035,Zane Levy,Summer Sewald,West,P003,GTX Plus Basic,GTX,services,United States,Engaging,2017-01-01,,,,,,,
BTUG5VDL,A037,Inity,S007,Corliss Cosme,Cara Losch,East,P005,GTX Pro,GTX,marketing,United States,Engaging,2017-01-15,,,,,,,
BTZ06Z6O,A051,Ontomedia,S002,Boris Faz,Rocco Neubert,East,P003,GTX Plus Basic,GTX,employment,United States,Won,2017-08-28,2017-09-05,1022,2017-Q3,2017-09,2017-09-04,8,Repeat observed purchase
BU1B6PHK,A010,Cheers,S018,Kami Bicknell,Summer Sewald,West,P003,GTX Plus Basic,GTX,entertainment,United States,Won,2017-04-09,2017-04-10,915,2017-Q2,2017-04,2017-04-10,1,Repeat observed purchase
BUFF2EP5,A042,Kinnamplus,S008,Daniell Hammack,Rocco Neubert,East,P005,GTX Pro,GTX,retail,United States,Won,2017-10-15,2017-11-01,5113,2017-Q4,2017-11,2017-10-30,17,Repeat observed purchase
BUHR2X8U,A032,Green-Plus,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,services,United States,Won,2017-09-21,2017-12-30,613,2017-Q4,2017-12,2017-12-25,100,Repeat observed purchase
BUJ1TX7Y,A023,Finjob,S023,Maureen Marcano,Summer Sewald,West,P003,GTX Plus Basic,GTX,employment,United States,Won,2017-07-12,2017-09-14,1023,2017-Q3,2017-09,2017-09-11,64,Repeat observed purchase
BUNGSHKB,A061,Scottech,S017,Jonathan Berthelot,Melvin Marxen,Central,P005,GTX Pro,GTX,marketing,United States,Lost,2017-10-04,2017-10-15,0,2017-Q4,2017-10,2017-10-09,11,
BUOI3TBI,A059,Rundofase,S014,Gladys Colclough,Melvin Marxen,Central,P007,MG Special,MG,technology,United States,Prospecting,,,,,,,,
BUPUP2TV,A016,Doncon,S015,Hayden Neloms,Celia Rouche,West,P006,MG Advanced,MG,technology,United States,Won,2017-03-31,2017-06-04,3438,2017-Q2,2017-06,2017-05-29,65,Repeat observed purchase
BUQ655AB,A012,Condax,S014,Gladys Colclough,Melvin Marxen,Central,P005,GTX Pro,GTX,medical,United States,Won,2017-07-24,2017-09-27,4868,2017-Q3,2017-09,2017-09-25,65,Repeat observed purchase
BUZMB3Q4,A023,Finjob,S032,Vicki Laflamme,Celia Rouche,West,P007,MG Special,MG,employment,United States,Won,2017-08-13,2017-11-26,59,2017-Q4,2017-11,2017-11-20,105,Repeat observed purchase
BV4JZ4G8,A043,Konex,S018,Kami Bicknell,Summer Sewald,West,P002,GTX Basic,GTX,technology,United States,Lost,2017-07-17,2017-07-19,0,2017-Q3,2017-07,2017-07-17,2,
BV75OM0B,A059,Rundofase,S009,Darcel Schlecht,Melvin Marxen,Central,P005,GTX Pro,GTX,technology,United States,Prospecting,,,,,,,,
BVKAXY66,A043,Konex,S035,Zane Levy,Summer Sewald,West,P005,GTX Pro,GTX,technology,United States,Won,2017-07-31,2017-08-20,6069,2017-Q3,2017-08,2017-08-14,20,Repeat observed purchase
BVOO33UA,A010,Cheers,S015,Hayden Neloms,Celia Rouche,West,P006,MG Advanced,MG,entertainment,United States,Won,2017-03-05,2017-06-28,3397,2017-Q2,2017-06,2017-06-26,115,Repeat observed purchase
BVRUBA3A,,,S022,Marty Freudenburg,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,,,Prospecting,,,,,,,,
BVYMJ6TD,A074,Vehement Capital Partners,S005,Cassey Cress,Rocco Neubert,East,P004,GTX Plus Pro,GTX,finance,United States,Won,2017-01-26,2017-05-13,6117,2017-Q2,2017-05,2017-05-08,107,Repeat observed purchase
BW0NOLCK,,,S022,Marty Freudenburg,Melvin Marxen,Central,P002,GTX Basic,GTX,,,Prospecting,,,,,,,,
BWIWI1PC,A006,Blackzim,S015,Hayden Neloms,Celia Rouche,West,P006,MG Advanced,MG,retail,United States,Lost,2017-04-16,2017-04-22,0,2017-Q2,2017-04,2017-04-17,6,
BWPBMVQH,A083,Zotware,S007,Corliss Cosme,Cara Losch,East,P002,GTX Basic,GTX,software,United States,Lost,2017-09-22,2017-11-29,0,2017-Q4,2017-11,2017-11-27,68,
BWRNVTNR,A048,Mathtouch,S005,Cassey Cress,Rocco Neubert,East,P002,GTX Basic,GTX,marketing,Jordan,Lost,2017-05-14,2017-08-02,0,2017-Q3,2017-08,2017-07-31,80,
BXCEXXP4,A017,Donquadtech,S010,Donn Cantrell,Rocco Neubert,East,P006,MG Advanced,MG,technology,United States,Lost,2017-10-28,2017-11-03,0,2017-Q4,2017-11,2017-10-30,6,
BXK5HGEY,,,S032,Vicki Laflamme,Celia Rouche,West,P007,MG Special,MG,,,Engaging,2017-03-28,,,,,,,
BXOIQHTS,A078,Y-corporation,S035,Zane Levy,Summer Sewald,West,P002,GTX Basic,GTX,employment,United States,Won,2017-07-05,2017-09-20,658,2017-Q3,2017-09,2017-09-18,77,Repeat observed purchase
BXXGLPD7,A015,Domzoom,S027,Niesha Huffines,Melvin Marxen,Central,P007,MG Special,MG,entertainment,United States,Lost,2017-10-21,2017-11-01,0,2017-Q4,2017-11,2017-10-30,11,
BXXMA7F3,A049,Nam-zim,S015,Hayden Neloms,Celia Rouche,West,P006,MG Advanced,MG,services,Brazil,Lost,2016-11-21,2017-03-01,0,2017-Q1,2017-03,2017-02-27,100,
BY0O646G,A064,Sonron,S035,Zane Levy,Summer Sewald,West,P002,GTX Basic,GTX,telecommunications,United States,Lost,2017-02-06,2017-05-27,0,2017-Q2,2017-05,2017-05-22,110,
BY1TB6D2,A043,Konex,S021,Markita Hansen,Celia Rouche,West,P005,GTX Pro,GTX,technology,United States,Won,2017-07-27,2017-07-28,4209,2017-Q3,2017-07,2017-07-24,1,Repeat observed purchase
BY2L60V1,,,S035,Zane Levy,Summer Sewald,West,P007,MG Special,MG,,,Engaging,2017-03-11,,,,,,,
BYBZJBC9,A075,Warephase,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,services,United States,Lost,2017-06-21,2017-08-02,0,2017-Q3,2017-08,2017-07-31,42,
BYF6ABTZ,A052,Opentech,S019,Kary Hendrixson,Summer Sewald,West,P004,GTX Plus Pro,GTX,finance,United States,Engaging,2017-04-18,,,,,,,
BZ96Z7AI,,,S022,Marty Freudenburg,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,,,Prospecting,,,,,,,,
BZ9C1LQT,A020,Fasehatice,S011,Elease Gluck,Celia Rouche,West,P006,MG Advanced,MG,retail,United States,Lost,2017-06-01,2017-08-09,0,2017-Q3,2017-08,2017-08-07,69,
BZCBQ514,A078,Y-corporation,S021,Markita Hansen,Celia Rouche,West,P002,GTX Basic,GTX,employment,United States,Won,2016-11-23,2017-03-01,523,2017-Q1,2017-03,2017-02-27,98,First observed purchase
BZG9DI4Z,A006,Blackzim,S032,Vicki Laflamme,Celia Rouche,West,P002,GTX Basic,GTX,retail,United States,Lost,2017-10-26,2017-10-28,0,2017-Q4,2017-10,2017-10-23,2,
BZGJ44FH,,,S018,Kami Bicknell,Summer Sewald,West,P005,GTX Pro,GTX,,,Engaging,2017-10-19,,,,,,,
BZNGP0DN,A047,Massive Dynamic,S028,Reed Clapper,Rocco Neubert,East,P007,MG Special,MG,entertainment,United States,Won,2017-07-28,2017-08-10,53,2017-Q3,2017-08,2017-08-07,13,Repeat observed purchase
BZPU6P5P,A079,Yearin,S013,Garret Kinder,Cara Losch,East,P007,MG Special,MG,retail,United States,Lost,2017-09-11,2017-12-23,0,2017-Q4,2017-12,2017-12-18,103,
BZR75SK1,A063,Singletechno,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,retail,United States,Lost,2017-10-16,2017-10-21,0,2017-Q4,2017-10,2017-10-16,5,
C09PGOZG,A041,Kan-code,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,software,United States,Won,2017-11-20,2017-12-04,589,2017-Q4,2017-12,2017-12-04,14,Repeat observed purchase
C0H6SU2X,A033,Groovestreet,S015,Hayden Neloms,Celia Rouche,West,P003,GTX Plus Basic,GTX,retail,United States,Won,2017-10-15,2017-12-20,954,2017-Q4,2017-12,2017-12-18,66,Repeat observed purchase
C0LNV4PU,A023,Finjob,S035,Zane Levy,Summer Sewald,West,P002,GTX Basic,GTX,employment,United States,Won,2017-09-02,2017-12-04,585,2017-Q4,2017-12,2017-12-04,93,Repeat observed purchase
C0SNGBJU,A006,Blackzim,S032,Vicki Laflamme,Celia Rouche,West,P006,MG Advanced,MG,retail,United States,Lost,2017-04-13,2017-04-23,0,2017-Q2,2017-04,2017-04-17,10,
C13104YM,A071,Toughzap,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,retail,United States,Lost,2017-09-22,2017-12-16,0,2017-Q4,2017-12,2017-12-11,85,
C1M1RST0,A053,Plexzap,S035,Zane Levy,Summer Sewald,West,P005,GTX Pro,GTX,retail,United States,Won,2017-10-20,2017-10-27,4109,2017-Q4,2017-10,2017-10-23,7,Repeat observed purchase
C1WGTTYF,A080,Zathunicon,S033,Violet Mclelland,Cara Losch,East,P007,MG Special,MG,retail,United States,Lost,2017-04-16,2017-05-03,0,2017-Q2,2017-05,2017-05-01,17,
C205FMDE,A081,Zencorporation,S007,Corliss Cosme,Cara Losch,East,P007,MG Special,MG,technology,China,Won,2017-08-13,2017-09-01,59,2017-Q3,2017-09,2017-08-28,19,Repeat observed purchase
C20AVXN7,A029,Gogozoom,S009,Darcel Schlecht,Melvin Marxen,Central,P005,GTX Pro,GTX,telecommunications,United States,Won,2016-11-22,2017-03-14,4359,2017-Q1,2017-03,2017-03-13,112,Repeat observed purchase
C23N9DE9,A011,Codehow,S022,Marty Freudenburg,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,software,United States,Won,2017-08-10,2017-08-27,1108,2017-Q3,2017-08,2017-08-21,17,Repeat observed purchase
C2FSIMZP,,,S007,Corliss Cosme,Cara Losch,East,P005,GTX Pro,GTX,,,Engaging,2017-11-07,,,,,,,
C2MKJA8V,A012,Condax,S035,Zane Levy,Summer Sewald,West,P005,GTX Pro,GTX,medical,United States,Won,2017-05-31,2017-06-05,4988,2017-Q2,2017-06,2017-06-05,5,Repeat observed purchase
C2RL3DUQ,A004,Bioholding,S025,Moses Frase,Dustin Brinkmann,Central,P006,MG Advanced,MG,medical,Philipines,Lost,2017-05-26,2017-08-09,0,2017-Q3,2017-08,2017-08-07,75,
C2W2VHJY,A074,Vehement Capital Partners,S008,Daniell Hammack,Rocco Neubert,East,P005,GTX Pro,GTX,finance,United States,Lost,2017-05-04,2017-08-04,0,2017-Q3,2017-08,2017-07-31,92,
C2WEF4XH,A078,Y-corporation,S023,Maureen Marcano,Summer Sewald,West,P003,GTX Plus Basic,GTX,employment,United States,Won,2017-03-28,2017-05-15,888,2017-Q2,2017-05,2017-05-15,48,Repeat observed purchase
C2X9D7JO,A057,Rantouch,S023,Maureen Marcano,Summer Sewald,West,P003,GTX Plus Basic,GTX,telecommunications,United States,Won,2017-04-04,2017-04-11,1181,2017-Q2,2017-04,2017-04-10,7,Repeat observed purchase
C32E4E1D,,,S018,Kami Bicknell,Summer Sewald,West,P007,MG Special,MG,,,Engaging,2017-04-20,,,,,,,
